amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_en,nameOrig_en,nameDest_en
3389.29,10581.82,7192.52,0.0,0.0,3,303681,1518704
5559.96,0.0,0.0,0.0,0.0,3,1526311,2435921
51234.46,30931.0,82165.46,0.0,0.0,0,5586215,54101
199482.4,4674.0,0.0,2803897.89,3003380.3,1,4587365,99569
654842.77,0.0,0.0,2710389.17,3365231.95,4,2976106,8023
6000.56,489383.0,483382.44,0.0,0.0,3,4437143,1206164
2991.76,0.0,0.0,0.0,0.0,3,2520073,2615534
8852.93,0.0,0.0,0.0,0.0,3,6052189,1194459
394342.62,27053.5,0.0,407252.04,846584.43,1,2348917,181004
1016.83,36941.0,35924.17,0.0,0.0,3,1356644,2485149
6569.44,0.0,0.0,0.0,0.0,3,4954319,646397
238784.65,4693571.76,4932356.4,400961.87,162177.22,0,5184716,170373
865.31,43337.0,42471.69,1747137.92,1748003.23,1,392706,304830
423438.32,36893.0,0.0,155942.23,483158.06,1,1776885,124710
143931.27,213.0,144144.27,66965.58,0.0,0,1642826,386980
387296.08,84287.0,471583.08,2175830.3,1788534.22,0,5356588,302851
6518.92,467318.42,460799.5,0.0,0.0,3,3590266,2055405
9094.49,0.0,0.0,0.0,0.0,3,6070258,1961974
144648.91,2510371.64,2655020.54,149453.13,4804.23,0,1408991,316432
2548155.64,0.0,0.0,15842758.41,18390914.05,4,876538,77814
343485.53,3864815.46,4208300.99,2190307.35,1846821.82,0,4543412,467313
199140.89,1139.0,200279.89,52566.87,0.0,0,5931731,52754
64743.5,0.0,0.0,0.0,0.0,3,3034328,2486053
868858.9,0.0,0.0,1497701.23,2366560.13,4,5291417,201120
309459.17,0.0,0.0,4557910.94,4867370.11,1,6113784,243967
397541.55,0.0,0.0,6445258.18,6842799.73,4,3084953,501240
11669.27,21245.0,9575.73,0.0,0.0,3,3217837,2495520
160560.99,2146.0,0.0,1241041.69,1401602.68,1,713942,89437
94107.34,203714.44,297821.78,2083756.42,1668754.89,0,2653362,70691
2842.18,56484.0,53641.82,0.0,0.0,3,286561,2218579
5101.34,0.0,0.0,0.0,0.0,3,1052246,1087675
16606.09,8906707.16,8923313.25,402555.07,385948.99,0,548500,517870
4418.2,84463.0,80044.8,0.0,0.0,3,812984,639564
9567.55,27503.0,17935.45,0.0,0.0,3,898055,1567386
228919.13,11609.0,240528.13,0.0,0.0,0,387993,85081
42251.68,38202.0,80453.68,257945.09,215693.41,0,5778430,182884
372683.07,20672.0,0.0,0.0,372683.07,1,536075,399676
274207.06,149501.0,0.0,48001.5,289171.29,1,708568,109195
164163.69,22431.0,186594.69,0.0,0.0,0,3071763,453059
4168.58,516415.0,512246.42,0.0,0.0,3,5586237,2571221
29907.8,40181.0,70088.8,93885.0,37131.98,0,2873910,532396
144045.24,20855.0,0.0,0.0,144045.24,1,3541971,160680
49796.85,13657.0,0.0,0.0,0.0,3,4426576,601379
276960.14,4530.0,281490.14,501341.44,224381.3,0,5543999,210252
293669.42,0.0,0.0,1029111.15,1322780.57,1,3838743,210067
381324.11,237725.49,0.0,2062322.67,2443646.78,1,3889110,557619
115927.13,1395941.96,1511869.09,904007.67,698185.53,0,2519096,299398
5643.32,653903.65,648260.33,0.0,0.0,3,3712299,1505106
218730.6,6143513.82,6362244.42,363181.28,144450.68,0,1535172,89722
18052.72,0.0,0.0,0.0,0.0,3,83358,1304450
19459.6,7004972.83,7024432.42,1219950.46,1200490.87,0,1226138,137784
7591.28,322498.0,330089.28,0.0,0.0,0,111464,314478
13105.81,6816.0,0.0,0.0,0.0,3,3324700,873628
52553.69,0.0,0.0,228425.5,280979.19,1,754868,524038
237776.59,0.0,0.0,321776.85,559553.44,4,2941445,317529
331171.58,14566868.49,14898040.06,3759890.32,3428718.74,0,3234836,385217
72739.34,10421919.98,10494659.32,86208.78,13469.44,0,1745350,72217
7430.17,50403.0,42972.83,0.0,0.0,3,5470089,1444779
22716.61,0.0,0.0,0.0,0.0,3,2705762,1836896
129822.45,21116.0,150938.45,1573183.87,1443361.42,0,3587423,50306
229024.22,0.0,0.0,2228895.53,2457919.75,1,3034509,146802
3555.19,20.0,0.0,0.0,0.0,3,6071253,2420721
78362.31,138792.0,217154.31,49866.8,0.0,0,5724533,373946
157646.38,1728130.65,1885777.02,1181261.67,1023615.3,0,1531960,524814
201072.64,32097.0,0.0,1772525.01,1973597.66,1,3477650,74475
24529.24,10898.0,0.0,209892.28,234421.52,1,380941,280589
25144.71,0.0,0.0,0.0,0.0,3,2546771,2583531
113074.82,243293.0,130218.18,335641.75,448716.57,1,4356685,297543
1591.16,42093.0,40501.84,0.0,0.0,3,5423093,1851945
337926.97,0.0,0.0,698465.95,1036392.92,1,5491722,419870
76682.55,20970.0,97652.55,152814.04,76131.49,0,4541730,399975
309863.73,253233.0,563096.73,0.0,0.0,0,1149661,165080
90407.63,150.0,0.0,1664720.66,1452287.09,1,1415596,173700
4041.63,19691.0,15649.37,0.0,0.0,3,3390358,1673543
348618.14,0.0,0.0,12043133.84,12391751.98,4,3630985,132770
8106.48,134567.0,126460.52,0.0,0.0,3,4325050,901357
570503.34,40101.0,610604.34,0.0,0.0,0,3209089,52431
23023.11,9641072.32,9664095.44,189328.28,166305.17,0,735847,514819
485076.83,616799.85,1101876.67,486304.37,1227.55,0,4149218,171010
29213.12,0.0,0.0,0.0,0.0,3,2110196,1832074
132206.24,0.0,0.0,10663025.84,10795232.08,4,3925427,517529
297557.28,3384145.42,3681702.7,804624.19,507066.91,0,90831,196512
296174.84,55023.0,0.0,1854433.93,2150608.77,1,5798550,159004
7770.53,21991.0,14220.47,0.0,0.0,3,3350414,2456924
873.04,304873.0,303999.96,0.0,0.0,3,2843831,1145278
37328.2,0.0,0.0,0.0,0.0,3,2511578,1968208
201295.98,0.0,0.0,930744.42,1132040.4,1,2027425,161152
75075.91,21179.0,96254.91,2674715.21,2599639.3,0,745997,404218
6125.28,0.0,0.0,0.0,0.0,3,1644419,1825918
328261.89,0.0,0.0,2777679.72,3268314.47,1,3734470,240176
8314.31,42084.0,33769.69,0.0,0.0,3,5099672,1721064
35414.19,240806.0,205391.81,0.0,35414.19,1,5263287,417834
345968.41,25720031.22,26065999.63,3650110.56,3304142.15,0,3636653,381177
188790.09,20925.0,209715.09,0.0,0.0,0,3414145,530893
723.17,9366.0,8642.83,0.0,0.0,3,5667399,1531320
230002.22,10277262.16,10507264.38,2381978.15,2151975.93,0,271266,20594
7077.37,0.0,0.0,0.0,0.0,3,4834375,1612191
553546.1,113321.0,0.0,0.0,553546.1,1,1983233,543546
369228.79,0.0,0.0,1645211.6,2014440.39,1,2072967,519552
101439.21,45728.36,0.0,914635.57,1016074.78,1,5309275,487926
1053.23,205985.73,204932.5,0.0,0.0,3,4740978,599885
7404.15,0.0,0.0,0.0,0.0,3,2716664,1255599
176083.66,6816.0,182899.66,404480.12,228396.46,0,3675466,53658
28787.08,5930699.74,5959486.82,224435.81,195648.72,0,1601487,430929
9294.15,8948.41,0.0,0.0,0.0,3,3962414,1409323
106524.31,73390.0,0.0,209024.58,315548.89,1,4477709,448556
282260.04,2171327.74,2453587.77,446045.78,163785.74,0,2526973,126648
239026.93,26799.0,0.0,569183.79,808210.72,1,2852224,341425
112045.22,45243.0,157288.22,283.0,0.0,0,5652623,398917
6725.23,11433.0,4707.77,0.0,0.0,3,4681100,1318374
7766.97,23343.0,15576.03,0.0,0.0,3,6103677,2655720
158755.01,0.0,0.0,1025413.42,1184168.43,1,3580441,186394
74603.22,52472.0,127075.22,152476.0,77872.79,0,4636105,88465
17463.76,301569.0,284105.24,0.0,0.0,3,2818350,1497680
300796.75,12046241.31,12347038.06,1441248.69,1393606.9,0,1464760,437374
7259.21,3842582.17,3849841.38,54716.4,47457.19,0,1724017,253182
259727.69,30616.0,0.0,0.0,259727.69,1,770088,64188
127565.69,30769.0,158334.69,0.0,0.0,0,2770263,216969
66709.06,0.0,0.0,70327.65,137036.7,1,1117699,569623
40087.35,4779.61,0.0,0.0,0.0,3,4416759,1416496
6592.85,12938.0,6345.15,0.0,0.0,3,225677,682925
69122.9,0.0,0.0,3752683.36,3821806.26,1,4147711,376689
38681.5,59467.0,20785.5,0.0,0.0,3,940799,2209743
350682.66,30682.0,0.0,208599.74,559282.39,1,2408172,445749
572669.0,10322.0,0.0,563597.48,1136266.48,4,3129332,303970
129747.49,55840.53,0.0,2041030.61,2170778.1,1,5106620,116770
221451.15,0.0,0.0,1850634.18,2072085.33,1,4820658,407861
137699.28,3035.0,0.0,0.0,137699.28,1,1386234,70550
197176.91,2619295.47,2816472.39,552185.97,355009.06,0,817631,22972
331552.9,24522.0,0.0,0.0,331552.9,1,5460197,23311
185078.91,4635.0,0.0,316210.04,501288.94,1,4523540,213389
215964.2,2227.0,218191.2,0.0,0.0,0,3939826,265380
575.44,31256.0,30680.56,0.0,0.0,3,379281,2518310
201835.83,39037.0,240872.83,94274.22,0.0,0,2216802,235434
70517.43,0.0,0.0,198670.14,269187.56,1,91672,22887
161745.46,19690689.2,19852434.66,13094397.55,12932652.1,0,6130548,198572
376219.87,1853.0,0.0,517694.63,703570.11,1,2336396,379218
290817.58,0.0,0.0,1510119.43,1800937.01,1,2695323,403911
596191.61,151935.0,0.0,185598.05,781789.66,4,1753092,125601
106336.06,0.0,0.0,2054083.54,2160419.6,1,4812436,408835
519493.52,0.0,0.0,4357384.48,4876878.0,1,3134112,558681
6572.97,464443.23,457870.26,0.0,0.0,3,358289,661583
155032.06,49848.0,0.0,392741.1,547773.16,1,249938,547861
375762.24,5697610.15,6073372.39,661799.31,532337.37,0,2785988,395940
2148448.63,51272.0,0.0,25059.16,2173507.79,4,2370958,63176
33772.31,70916.0,37143.69,0.0,0.0,3,5134292,1305182
2611.94,141.0,0.0,0.0,0.0,3,5419316,1545025
8455.0,191940.22,183485.22,0.0,0.0,3,6318073,1888572
21175.88,0.0,0.0,0.0,0.0,3,1392723,1082598
16914.48,0.0,0.0,2011272.12,2240460.51,1,4254484,327690
59014.09,0.0,0.0,0.0,0.0,3,3487675,1380785
12079.24,0.0,0.0,0.0,0.0,3,677626,1163347
44580.83,22136.0,66716.83,3345432.76,3300851.93,0,1830477,522812
987756.6,302.0,0.0,0.0,987756.6,4,1178556,148234
19317.53,932.0,0.0,0.0,0.0,3,2110995,978640
630.02,195292.88,194662.86,0.0,0.0,3,2012615,1576088
133013.27,20000.0,153013.27,735339.28,602326.01,0,4472777,228371
191384.44,259297.0,67912.56,0.0,45192.25,1,5582710,239218
123294.68,3754861.0,3878155.67,432126.75,308832.08,0,547992,278607
1468.73,581394.48,579925.75,0.0,0.0,3,9640,740137
456994.97,0.0,0.0,545060.31,1002055.28,4,3817524,22161
530579.4,0.0,0.0,1092057.91,1762889.25,4,6341006,499284
118406.55,0.0,0.0,125126.63,243533.18,4,2880395,439189
44621.8,20301.0,64922.8,0.0,0.0,0,3778384,105095
22792.44,0.0,0.0,0.0,0.0,3,4987324,792083
160920.69,71391.52,0.0,1653741.56,1814662.25,4,3445254,287104
2729.03,0.0,0.0,0.0,0.0,3,3613217,1997012
68190.48,0.0,0.0,2281256.27,2349446.75,1,2565307,12903
345908.4,0.0,0.0,500254.59,846162.99,1,4472314,335974
3168.12,51865.4,48697.28,153591.09,156759.21,2,2234942,329053
42139.97,0.0,0.0,384299.17,654181.12,1,4007602,513410
249970.61,681675.0,431704.39,104350.28,354320.89,1,1059822,259280
342029.81,29070.0,0.0,5416174.81,5758204.63,1,3705214,327004
1013.38,0.0,0.0,0.0,0.0,3,6040965,1114391
125414.29,4344278.12,4469692.41,531484.03,406069.74,0,287176,457992
27939.61,2725389.53,2753329.14,444163.11,416223.5,0,3012144,343884
137324.04,4696289.5,4833613.54,382124.58,244800.54,0,4890534,533319
227988.57,0.0,0.0,444022.83,672011.4,1,5337063,117159
22091.94,141.0,0.0,0.0,0.0,3,2387780,1012008
120067.77,61502.0,0.0,11055211.71,11175279.48,1,4499485,299837
7793.69,865.0,0.0,0.0,0.0,3,3597910,2641736
6106.42,199511.35,193404.94,0.0,0.0,3,1969751,1309463
77585.59,4328899.81,4406485.4,204681.17,127095.59,0,4318138,543505
213600.63,0.0,0.0,1422719.66,1636320.3,1,2945998,399263
10824.77,0.0,0.0,0.0,0.0,3,2301329,1838762
2316.26,3472.16,1155.9,0.0,0.0,3,1254210,606545
7821.75,0.0,0.0,0.0,0.0,3,5197677,1600946
120416.42,32953.0,153369.42,5799214.24,5678797.83,0,5683399,301387
105840.03,149.0,0.0,1822073.07,1927913.1,1,1190695,53096
316624.43,0.0,0.0,2629563.85,2946188.28,1,198374,306196
249870.61,13804.0,0.0,437159.3,687029.91,1,5510596,543905
65854.91,966113.92,1031968.83,1134027.2,1068172.3,0,2972617,386935
8294.82,139959.0,131664.18,0.0,0.0,3,526425,2541690
21566.03,162922.47,141356.44,0.0,0.0,3,4073831,1964315
162922.08,1284040.17,1446962.24,1066806.34,903884.26,0,1060624,557813
69893.67,605486.0,535592.33,81715.67,151609.34,1,4030343,150569
164164.1,6315.0,0.0,344979.2,509143.29,1,3111650,384180
269832.8,50775.0,0.0,284061.12,553893.92,1,3556439,513478
6336.09,412282.0,405945.91,381111.67,387447.76,2,5141491,386481
220102.1,0.0,0.0,1234273.61,1454375.71,1,2102847,212649
5128.41,254980.0,249851.59,0.0,0.0,3,4753739,2292733
220875.0,0.0,0.0,522839.48,743714.49,1,2786284,242820
1425396.75,16910.0,0.0,2329325.46,3783169.35,4,1903492,91386
10419.61,1168.0,0.0,0.0,0.0,3,3707484,2710434
108427.76,20762.0,0.0,102341.06,210768.82,1,3942376,7478
24545.83,172571.23,148025.4,0.0,0.0,3,615989,2658896
3828.9,0.0,0.0,0.0,0.0,3,2015592,706368
32484.88,21223287.96,21255772.85,529556.39,497071.51,0,2516087,485520
4011.26,0.0,0.0,0.0,0.0,3,1927921,2576756
446.34,374032.88,373586.54,0.0,0.0,3,5876870,1397879
165153.59,4372010.0,4537163.59,3534749.1,3369595.51,0,4265038,416924
3633.3,0.0,0.0,0.0,0.0,3,3679875,2595501
239785.46,0.0,0.0,990965.58,1135371.23,1,2476595,62456
409424.53,142.0,0.0,1407061.21,1816485.74,1,315526,382342
15992.55,0.0,0.0,0.0,0.0,3,2381821,806464
3674.98,0.0,0.0,0.0,0.0,3,3901609,1187824
3963.45,0.0,0.0,0.0,0.0,3,771464,2210354
2157510.13,68903.0,0.0,0.0,2157510.13,4,1017961,259873
22368.9,0.0,0.0,0.0,0.0,3,997784,1381976
52615.36,2023271.49,2075886.85,853764.9,801149.54,0,3042951,290201
11001.25,12847.0,1845.75,0.0,0.0,3,4998588,809953
35595.85,14903200.02,14938795.86,6140883.13,6105287.28,0,1608007,159874
167977.73,49071.0,217048.73,1490289.3,1322311.57,0,2065345,338620
10660.06,8631.26,0.0,0.0,0.0,3,3235710,785889
26205.11,0.0,0.0,0.0,0.0,3,4281799,758294
501920.08,0.0,0.0,1060922.45,1562842.53,4,349311,33083
10535.64,6899442.14,6909977.78,102793.98,92258.35,0,3894169,492752
429075.01,3613617.41,4042692.42,483005.34,53930.33,0,18857,134824
5056134.96,34642.0,0.0,302295.27,5358430.23,4,35322,174652
12016.73,11903.56,0.0,0.0,0.0,3,2429832,2645695
98976.11,6216.0,0.0,68280.06,167256.17,1,4989967,22694
23844.87,351577.0,375421.87,1102642.66,949681.67,0,401603,66857
35813.37,0.0,0.0,284443.0,320256.37,1,3319066,82936
1616.33,83057.0,81440.67,0.0,0.0,3,5394704,2304589
17770.21,0.0,0.0,0.0,0.0,3,167002,2015030
74252.6,0.0,0.0,707502.58,781755.18,1,6024487,514922
2424.12,0.0,0.0,0.0,0.0,3,2969707,2232327
132852.88,0.0,0.0,373398.51,506251.39,1,542222,435047
211285.72,770.0,212055.72,0.0,0.0,0,3981828,364336
470619.89,0.0,0.0,1751794.52,2222414.41,1,3777566,307689
223045.23,19114.0,242159.23,21464.68,0.0,0,1376558,330792
318851.09,0.0,318851.09,6131747.59,5812896.5,0,466626,81494
52884.44,51543.95,0.0,0.0,0.0,3,2649768,1878836
259979.67,36268.84,0.0,6268396.68,6528376.35,1,370303,29764
11695.09,8985.0,20680.09,787169.76,775474.67,0,933158,444680
153560.34,0.0,0.0,488968.75,642529.09,1,605184,180241
23052.86,65101.0,88153.86,0.0,49344.41,0,5693326,322516
11924.13,126238.0,114313.87,0.0,0.0,3,1614120,1450539
54596.37,0.0,0.0,77693.18,132289.56,1,5941647,129285
118170.8,13902.0,132072.8,553380.83,435210.03,0,3326424,535297
229412.67,25823.0,255235.67,16211.0,0.0,0,2834728,214146
84186.52,4671.0,88857.52,6665515.05,6581328.54,0,5366572,547749
344.04,39819.0,39474.96,0.0,0.0,3,608433,2078534
23392.76,8320.0,0.0,0.0,0.0,3,182776,2578473
66681.71,0.0,0.0,674388.63,741070.35,1,1478950,560116
92827.56,1318343.6,1411171.16,213354.38,120526.82,0,1960595,547095
231884.9,37.0,0.0,1052136.01,1284020.91,1,3146820,352551
1882.51,9984.0,8101.49,0.0,0.0,3,3626131,2240951
297941.53,0.0,0.0,845542.29,1143483.81,1,3146653,21010
49284.02,0.0,0.0,117091.11,166375.13,1,1216887,490423
1195.34,29780.0,28584.66,180022.24,181217.58,2,5666306,279152
3106.9,100.0,0.0,461082.25,182906.2,2,4042249,335916
333502.76,0.0,0.0,6649504.44,6983007.2,1,757326,540780
144643.81,20782.0,165425.81,2289879.16,2145235.35,0,5618936,337850
8749.98,243.0,0.0,0.0,0.0,3,5576744,2176541
461699.53,0.0,0.0,22570576.59,23032276.12,4,3550161,324645
2683064.51,51868.0,0.0,0.0,2683064.51,4,5321788,131967
3546.86,35296.0,31749.14,0.0,0.0,3,4701298,897246
190725.62,0.0,0.0,261956.61,452682.23,1,1711167,549716
50950.88,11987.0,0.0,234281.85,285232.74,1,2212990,280956
61978.32,0.0,0.0,267984.21,329962.53,1,624169,224269
283793.3,886090.44,1169883.74,1472490.36,1188697.06,0,207503,540663
27713.3,0.0,0.0,0.0,0.0,3,3595664,2604239
74135.7,369032.0,443167.7,3752948.03,3678812.33,0,3099187,487274
178732.41,118188.0,0.0,0.0,178732.41,1,5234055,452610
2066.91,5274.0,3207.09,0.0,0.0,3,3072741,1348488
9186.71,0.0,0.0,0.0,0.0,3,2876606,1082919
325728.61,11235.0,336963.61,0.0,0.0,0,1827288,240196
66751.97,0.0,0.0,5259652.68,5326404.66,1,980845,424389
74791.62,607823.86,682615.48,602534.57,527742.95,0,2901509,471816
22546.14,20433.0,0.0,0.0,0.0,3,1067386,1903216
21814.21,42282.0,64096.21,121272.97,99458.76,0,1408061,161304
316393.99,34385.0,0.0,0.0,316393.99,1,4906500,83965
169900.71,0.0,0.0,587072.24,756972.95,1,6213847,426265
62877.3,7621290.56,7684167.86,4716125.18,4653247.88,0,1395458,99398
19087.01,21129.0,2041.99,0.0,0.0,3,5152524,735154
183908.15,2870807.92,3054716.08,1098793.13,914884.98,0,6095175,245617
9700.16,25383.0,15682.84,0.0,0.0,3,136982,2633453
287418.03,0.0,0.0,3306877.41,3594295.45,4,2147026,148489
218507.28,14606.0,0.0,305858.79,524366.08,1,4609518,541625
249.63,0.0,0.0,0.0,0.0,3,1757571,2143174
38784.6,50258.0,11473.4,88168.44,126953.04,1,562621,515611
7219.54,64233.27,57013.74,0.0,0.0,3,3597422,1737713
130882.76,0.0,0.0,3421083.65,3551966.41,1,217025,175051
5393.97,0.0,0.0,0.0,0.0,3,4261282,1787487
184868.31,52023.0,236891.31,1143308.94,958440.62,0,6042367,383011
11115.5,201.0,0.0,0.0,0.0,3,1497151,1869671
397336.62,0.0,0.0,1136184.94,1533521.55,4,5231424,457317
182229.95,452.0,182681.95,850884.19,668654.24,0,3010015,13535
45943.35,530.0,0.0,0.0,0.0,3,1996012,2113253
7777.9,51320.7,43542.81,0.0,0.0,3,911222,1050960
357849.48,0.0,0.0,8495209.43,8853058.91,1,354621,123235
139910.34,0.0,0.0,433988.02,573898.36,1,103009,393210
427591.97,0.0,0.0,1091571.88,1519163.85,4,2064547,24419
7811282.88,0.0,0.0,10455661.75,18266944.63,4,5329862,449637
212351.5,49043.0,0.0,0.0,212351.5,1,6222606,442035
35033.87,0.0,0.0,247200.39,282234.26,1,184024,42701
383946.87,10653.0,0.0,684858.26,1068805.13,1,647218,84286
232777.64,882813.0,650035.36,171643.32,404420.96,1,3994354,73311
6012.91,0.0,0.0,0.0,0.0,3,4288161,991788
36932.06,14604.31,0.0,0.0,0.0,3,2966182,2701576
365633.8,19817.0,0.0,187425.45,553059.25,1,2543568,31639
18974.81,0.0,0.0,0.0,0.0,3,203055,2036863
8352.39,0.0,0.0,0.0,0.0,3,3700919,1388705
260544.7,11106065.9,11366610.61,716383.27,455838.57,0,868088,197166
228928.78,1598148.23,1827077.01,713577.43,484648.65,0,1668335,158217
142128.24,20905.0,0.0,0.0,142128.24,1,3433920,80228
238228.91,3025.0,0.0,201796.56,440025.47,1,700121,479453
118489.94,70164.0,188653.94,0.0,0.0,0,3138370,194487
13017.08,0.0,0.0,0.0,0.0,3,13278,1279084
8237.71,21458.0,13220.29,0.0,0.0,3,4282444,1579639
13221.15,380129.61,366908.47,0.0,0.0,3,3419369,1065865
8010.33,0.0,0.0,0.0,0.0,3,1342652,2634745
10593.52,29950.0,19356.48,0.0,10593.52,1,3913432,130078
1122.76,0.0,0.0,0.0,0.0,3,5653456,1135971
18458.37,31588.0,13129.63,0.0,0.0,3,345032,1446396
231982.43,0.0,0.0,515521.36,747503.79,4,3913018,465225
217877.79,506265.0,288387.21,709901.69,927779.48,1,3805185,285083
13410.54,152869.21,139458.67,0.0,0.0,3,841249,1899519
288268.04,50188.0,338456.04,1664731.73,1376463.69,0,5787327,372584
395739.37,0.0,0.0,982701.25,1378440.62,1,3252801,287432
25147.21,53513.0,28365.79,0.0,25147.21,1,2421868,44722
4788.95,0.0,0.0,0.0,0.0,3,848406,1268184
7873.98,0.0,0.0,0.0,0.0,3,4475748,994757
8577.6,785.0,0.0,0.0,0.0,3,5794997,1116916
76469.01,0.0,0.0,1673901.4,1750370.41,1,5053910,457801
117217.27,5563.0,122780.27,0.0,0.0,0,153955,7708
6956.05,21409.0,14452.95,0.0,0.0,3,1925156,1734068
45685.42,844161.54,889846.95,2698844.54,2653159.12,0,5259015,451274
502866.2,10185.0,513051.2,3081934.01,2573090.01,0,2567609,494471
214060.77,0.0,0.0,1015187.04,1229247.8,1,3753354,25885
28409.58,29185.71,776.13,0.0,0.0,3,336910,2172395
1724.32,150591.0,148866.68,0.0,0.0,3,2468715,1921926
60245.96,100626.0,40380.04,0.0,0.0,3,4709861,1850289
44113.19,26265.0,0.0,0.0,44113.19,1,1953137,251214
15392.24,0.0,0.0,0.0,0.0,3,4167476,1608408
7985.22,0.0,0.0,0.0,0.0,3,2988286,2227623
350608.34,7685120.01,8035728.36,410449.03,59840.68,0,4795807,372382
16472.01,27135.8,10663.79,0.0,0.0,3,5389125,994724
157821.65,916.0,0.0,1418831.4,1576653.05,1,622824,143615
1332.4,0.0,0.0,0.0,0.0,3,1817772,1714632
29069.52,34074.0,5004.48,0.0,29069.52,1,905323,256133
53042.33,0.0,0.0,160699.17,213741.5,1,4678767,259120
218759.57,8129907.46,8348667.03,360562.28,141802.71,0,5412590,395960
70655.84,0.0,0.0,2656837.15,2727492.99,1,5594505,289683
264886.58,4511.0,269397.58,2846587.61,2821549.13,0,6064903,220257
77363.11,130.0,77493.11,8943.64,0.0,0,3052692,216138
20288.01,0.0,0.0,0.0,0.0,3,1403434,2213016
157621.07,0.0,0.0,1633452.68,3822204.18,1,1357232,34699
3044.92,1034.0,0.0,0.0,0.0,3,1354679,872331
637465.2,19960.0,0.0,0.0,637465.2,1,2296653,565531
351232.88,51462.0,0.0,473022.34,824255.22,1,2814478,36573
1474.54,36133.0,34658.46,0.0,0.0,3,6082182,2482128
1075.51,0.0,0.0,0.0,0.0,3,750351,2127558
53247.18,234.0,0.0,0.0,53247.18,1,56937,414156
2530.29,100467.0,97936.71,0.0,0.0,3,5945552,2330417
70860.86,5561.0,0.0,638260.22,657603.4,1,1571414,91551
210877.63,0.0,0.0,1849174.2,2060051.83,1,5341093,245373
15537.43,35937.18,20399.75,0.0,0.0,3,636689,703231
34688.01,20663.29,0.0,0.0,0.0,3,3183929,1078625
16523.84,978457.13,961933.28,0.0,0.0,3,6203069,1794400
461817.73,0.0,0.0,1030166.28,1491984.02,1,5620912,193306
186731.02,35567.0,222298.02,0.0,0.0,0,81842,407666
12270.33,7595.0,0.0,0.0,0.0,3,3100934,1385186
7692.17,75890.67,68198.51,0.0,0.0,3,1072435,1437319
18715.32,40694.0,21978.68,696088.37,714803.69,1,6114067,549
9892.39,797161.0,787268.61,0.0,0.0,3,1425391,2587430
272837.13,129165.07,402002.21,2310342.92,2037505.79,0,5981425,384774
265626.31,10741.0,0.0,58522.53,324148.84,1,1348729,493590
280815.82,73852.0,354667.82,1533002.67,1252186.84,0,4331175,539315
80348.36,41925.0,0.0,137858.73,218207.08,1,5954210,191404
61410.76,0.0,0.0,249871.03,311281.79,1,5378424,508079
1124.4,119806.0,118681.6,0.0,0.0,3,2842809,688137
5163.19,83891.55,78728.36,0.0,0.0,3,482908,1643194
7252.65,0.0,0.0,0.0,0.0,3,5452236,1340167
385143.02,0.0,0.0,1874585.83,2259728.85,1,4614524,223245
13634.72,91993.0,78358.28,0.0,0.0,3,556582,2300571
13698.71,313057.0,299358.29,0.0,0.0,3,6102281,1384835
201078.85,10314.0,0.0,0.0,201078.85,1,1621509,22818
14161.88,309044.0,294882.12,2978765.8,2992927.69,1,5641129,82760
58350.0,0.0,0.0,15430015.71,15488365.71,1,5941775,372833
172785.21,20141.0,192926.21,0.0,0.0,0,4713409,237532
11882.01,336228.0,324345.99,0.0,0.0,3,1117504,2507610
150715.0,0.0,0.0,178276.39,451378.95,1,1027277,481432
3909.84,132822.83,128912.99,0.0,0.0,3,141326,2330267
4350.52,2729.0,0.0,0.0,0.0,3,4314149,576695
8462.16,0.0,0.0,0.0,0.0,3,573731,2319030
229979.21,4214.0,234193.21,0.0,0.0,0,5997171,440765
346536.24,0.0,0.0,2800135.46,3146671.7,1,4350593,463554
28875.5,10095.0,0.0,0.0,0.0,3,5069716,668063
15636.06,209765.0,194128.94,2717772.95,2733409.01,1,3779500,10972
346549.52,0.0,0.0,706617.76,1053167.28,1,4746010,115719
208903.2,17604.0,0.0,355842.52,564745.72,1,5004666,145684
310274.85,0.0,0.0,1886550.82,2423552.88,4,736540,569175
6250.56,0.0,0.0,0.0,0.0,3,1323275,2612182
46104.64,33321.67,0.0,100136.08,146240.72,1,6280240,73682
73321.76,70214.0,143535.76,1715806.82,1642485.06,0,5376720,452560
117045.99,0.0,0.0,275646.11,392692.1,1,5762413,512610
362432.45,0.0,0.0,10424279.6,10786712.06,4,5658786,311398
2210702.71,0.0,0.0,5757299.32,7968002.03,4,2164579,94377
88822.21,769.0,0.0,0.0,88822.21,1,6291251,548490
8167.66,111022.0,102854.34,0.0,0.0,3,2874119,878569
291077.35,875.0,291952.35,0.0,0.0,0,2748890,516840
103559.4,128146.0,24586.6,7147.73,110707.12,1,3725873,116554
266749.69,572813.56,839563.25,2275279.06,2008529.38,0,926630,349015
11057.8,0.0,0.0,0.0,0.0,3,5485203,1281337
29850.7,0.0,0.0,2098107.13,2127957.83,1,670161,218960
84908.99,50721.0,0.0,4373050.57,4457959.56,1,5211424,543319
13928.88,265.0,0.0,0.0,0.0,3,5382796,1279331
7661.65,107899.66,100238.01,0.0,0.0,3,726003,2464238
146080.35,7750330.63,7896410.97,2244164.63,2098084.28,0,5555157,254767
23217.54,0.0,0.0,0.0,0.0,3,1209305,2569418
