amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_en,isFraud
125012.21,1518166.16,1643178.38,317447.52,192435.31,0,0
77120.63,5241037.01,5318157.64,271196.28,194075.65,0,0
4217.84,576,0,0,0,3,0
11538.71,0,0,0,0,3,0
6895.65,0,0,0,0,3,0
463383.26,0,0,5963152.54,6426535.8,1,0
21454.54,0,0,0,0,3,0
2258.04,619923.36,617665.32,0,0,3,0
4914.19,0,0,585382.52,590296.71,1,0
2113.95,793628.69,795742.64,19349.9,17235.95,0,0
221414.5,102708,0,1189592.68,1411007.18,1,0
9083.24,72770.73,63687.48,0,0,3,0
21022.47,29079,8056.53,15932.09,36954.56,1,0
26840.78,66855,40014.22,0,0,3,0
124074.67,395414.56,519489.23,2536739.24,2412664.57,0,0
174094.05,0,0,912332.06,1086426.11,1,0
2169.28,108303.54,106134.26,0,0,3,0
189843.64,1848,0,1508122.27,1697965.92,1,0
13107.31,975148.77,962041.46,0,0,3,0
3779.36,6098,2318.64,0,0,3,0
353215.95,314422.16,667638.12,1896152.88,1542936.93,0,0
4456.32,227634.04,223177.71,0,0,3,0
242465.49,5056,0,461677.93,704143.42,1,0
5507.97,0,0,0,0,3,0
6454.36,506836.65,500382.28,0,0,3,0
363803.21,0,0,913681.12,1277484.33,1,0
38461.47,0,0,51223.85,89685.32,4,0
63238.8,100974,37735.2,0,0,3,0
78352,20346,0,0,126325.77,1,0
7681.54,107424,99742.46,0,0,3,0
127419.67,5351237.73,5478657.4,322662.48,195242.81,0,0
8291.4,0,0,0,0,3,0
195048.97,7086,0,403917.29,598966.26,1,0
10427.26,6421,0,0,0,3,0
11767.19,336245.12,324477.93,0,0,3,0
641273.05,21109,0,35995,631932.19,4,0
94775.86,9182134.6,9276910.46,859990.62,765214.75,0,0
152093.53,23147,0,168135.61,320229.14,1,0
3123.24,50036,46912.76,0,0,3,0
207149.55,4962670.9,5169820.44,19623782.68,19416633.13,0,0
118123.82,9633219.07,9751342.88,147654.16,29530.35,0,0
50416.65,21462,0,5897291.01,5790836.87,1,0
26067.38,1190,0,0,0,3,0
189013.48,100621,0,3158018.27,3347031.74,1,0
270213.94,33404,0,105327.6,549463.69,4,0
121929.24,0,0,803609.8,925539.04,1,0
1716.91,0,0,0,0,3,0
43907.29,4570,0,203840.23,247747.52,1,0
62147.51,198402,260549.51,256009.97,193862.45,0,0
282930.91,50520,0,100498.48,383429.39,1,0
5018.23,10351,5332.77,0,0,3,0
512660.69,0,0,2089407.69,2602068.38,4,0
33528.21,32292.41,0,1591744.63,1625272.83,1,0
197881.33,0,0,2037329.82,2235211.16,1,0
13588.93,0,0,0,0,3,0
19355.33,12231,0,0,0,3,0
104263.13,0,0,1112898.29,1217161.42,1,0
23155.8,34195,11039.2,0,0,3,0
390423.47,112772,503195.47,62281.39,0,0,0
87225.81,0,0,411054.14,498279.95,4,0
5138.92,332454.61,327315.69,0,0,3,0
208272.94,15832,0,1861567.17,2069840.11,1,0
7922.13,10418,2495.87,0,0,3,0
31039.67,0,0,0,0,3,0
391552.48,710,0,0,303597.08,4,0
797.63,303941,303143.37,0,0,3,0
5017.91,366160.39,361142.48,0,0,3,0
351043.07,116619,0,47723.82,398766.88,1,0
227889.58,0,0,708115.05,936004.63,1,0
133989.61,0,0,2111870.44,2245860.05,1,0
101933.05,151,0,53484.49,155417.54,1,0
122.54,107354,107231.46,0,0,3,0
316684.1,0,0,7362448.69,7640013.56,1,0
129944.73,0,0,11998713.83,12128658.56,1,0
13770.48,20056,6285.52,0,0,3,0
51821.01,5204544.96,5256365.97,98258.46,46437.45,0,0
62662.47,81031,18368.53,269731.08,332393.54,1,0
8818.76,100686.6,91867.84,17065,25883.76,1,0
16288.9,284472,268183.1,0,0,3,0
418896.64,291444,0,12388464.2,12807360.84,4,0
329122.25,1037483.14,1366605.38,523267.94,194145.69,0,0
1781269.65,0,0,3503948.59,5285218.24,4,0
554848.17,0,0,964338.27,1519186.44,1,0
164326.1,7007,0,0,164326.1,1,0
9977.46,573738.04,563760.58,0,0,3,0
83476.52,0,0,719159.45,802635.98,1,0
8276.66,0,0,0,0,3,0
179224.3,0,0,3749269.57,3928493.87,1,0
50096.44,2382,52478.44,0,0,0,0
3975.06,372535.78,368560.71,0,0,3,0
49735.59,30516,0,10061193.93,10110929.52,1,0
57664.69,196,0,223719.88,281384.57,1,0
3385.84,4859,1473.16,38390.05,41775.89,2,0
186746.13,311251,124504.87,199234.39,385980.52,4,0
1422019.38,0,0,3143829.53,4565848.91,4,0
148796.79,314687,165890.21,19407.65,168204.43,1,0
237454.02,20034,257488.02,171355.26,0,0,0
86629.72,0,0,105944.59,192574.31,1,0
172077.73,7519418.86,7691496.59,4687399.44,4515321.71,0,0
1192.43,10112,8919.57,0,0,3,0
866.16,0,0,0,0,3,0
269014.75,31704,0,9592695.36,9861710.1,1,0
304960.35,29069793.52,29374753.87,609160.34,304199.99,0,0
8337.93,439431,431093.07,0,0,3,0
10256.04,0,0,0,0,3,0
357066.18,10027,0,0,357066.18,1,0
3907.77,203590,199682.23,0,0,3,0
139772.75,608253,748025.75,144991.34,5218.59,0,0
169558.34,13027.93,0,437547.26,607105.6,1,0
154149.92,123993,0,3445016.02,3599165.94,1,0
54559.12,917416.9,971976.02,304226.28,249667.16,0,0
1494.27,0,0,0,0,3,0
39068.49,0,0,1097829.09,1136897.58,1,0
368514.03,5052,373566.03,1276795.18,599871.57,0,0
19043.3,52748.58,33705.28,0,0,3,0
16910.53,0,0,0,0,3,0
69023.72,5268,0,137061.41,206085.14,1,0
106190.01,0,0,264953.65,371143.66,1,0
165207.91,0,0,2291146.06,2456353.97,4,0
5745.26,5059,0,0,0,3,0
284037.48,0,284037.48,1271549.04,1521212.07,0,0
155175.27,253233,98057.73,121570.81,276746.07,1,0
13839.46,3110,0,0,0,3,0
32530.47,0,0,3886698.09,3919228.56,1,0
25081.19,21575,0,0,0,3,0
4333.56,203251.92,198918.36,0,0,3,0
113814.66,17441,0,1272089.36,1385904.02,1,0
38393.33,57950,19556.67,235501.92,273895.26,1,0
18945.39,79275.6,60330.21,0,0,3,0
55828.45,0,0,1092407.17,1148235.62,1,0
14743.21,1371621.89,1356878.68,0,0,3,0
6812.36,72664.13,65851.77,0,0,3,0
121949.74,11206,0,761393.46,883343.2,1,0
1861.37,0,0,0,0,3,0
134704.75,2430111.19,2564815.94,9639546.74,9504841.99,0,0
108045,0,0,2189780.68,2297825.67,1,0
17293.7,0,0,0,0,3,0
45484.23,173223,127738.77,556988.46,662508.92,1,0
26617.1,248740,222122.9,0,0,3,0
7169.78,0,0,0,0,3,0
194504.95,0,0,2412999.78,2607504.73,1,0
9170.8,398704,389533.2,0,0,3,0
208756.64,11928,0,896018.61,1104775.25,1,0
10478.64,788,0,376309.55,386788.19,1,0
8444.02,0,0,0,0,3,0
14482.14,0,0,0,0,3,0
18361.13,93849.15,75488.02,0,0,3,0
19763.79,92969,73205.21,0,0,3,0
5216.76,520,0,0,0,3,0
9988.96,316,0,0,0,3,0
113293.08,13978,0,2653750.25,2767043.34,1,0
8718.11,0,0,148557.67,157275.77,1,0
157577.84,0,0,251900.39,409478.23,1,0
38669.85,8543190.91,8581860.76,190781.63,152111.79,0,0
26313.37,0,0,0,0,3,0
28614.24,174519.68,145905.44,0,0,3,0
69739.67,0,0,91140.29,160879.96,1,0
202202.87,30815,233017.87,0,0,0,0
91840.2,13212.45,0,104171.2,196011.4,1,0
342692.32,10486,353178.32,0,0,0,0
91771.07,25598835.24,25690606.31,169785.54,78014.48,0,0
7376.25,0,0,0,0,3,0
81672.99,0,0,2442384.1,2573505.43,1,0
7069.61,68778,61708.39,0,0,3,0
12888.47,30741,17852.53,0,0,3,0
9224.53,8040.79,0,0,0,3,0
159745.36,228052,68306.64,0,159745.36,1,0
87151.86,0,0,402885.41,490037.26,1,0
15875.28,0,0,359734.88,0,1,0
4116.02,0,0,0,0,3,0
268380.67,5378895.29,5647275.97,722825.11,454444.43,0,0
82117.44,774,82891.44,0,0,0,0
140018.65,20295839.87,20435858.52,200266.58,60247.93,0,0
94576.46,18904,0,0,94576.46,1,0
205163.84,0,0,268389.1,698798.95,1,0
33811.74,399793.26,365981.52,0,0,3,0
1551.12,45095,43543.88,0,0,3,0
42064.54,5549,0,356640.15,398704.69,1,0
232187.84,24336,0,0,232187.84,1,0
3124238.51,0,0,6616561.08,9740799.59,4,0
174334.68,48797.11,0,214609.78,388944.46,1,0
93606.48,105111,198717.48,368059.29,274452.8,0,0
205266.2,3686,0,11232157.78,11437423.98,1,0
384457,7286883.53,7671340.53,1888597.19,1504140.19,0,0
1894345.86,96617.76,0,14115456.38,16009802.24,4,0
144360.17,0,0,482219.8,626579.97,4,0
17303.96,374,0,0,0,3,0
96663.75,22210338.88,22307002.63,624746.02,528082.27,0,0
404419.37,3335,0,0,404419.37,4,0
11700.87,0,0,0,0,3,0
221966.67,0,0,2242367.97,2464334.64,1,0
276787.71,12495879.85,12772667.56,803875.95,527088.24,0,0
15419.9,25339,9919.1,0,0,3,0
142231.8,22678,0,0,142231.8,1,0
104853.77,2559263.17,2664116.94,347145.48,52028.57,0,0
67882.67,2305,70187.67,101419.05,33536.38,0,0
1075241.91,0,0,7678375.94,8753617.85,4,0
162196.59,10316,0,24902,187098.59,1,0
31228.56,10621.27,0,0,0,3,0
17003.08,0,0,0,0,3,0
2381.75,0,0,0,0,3,0
204248.96,16929190.19,17133439.15,3718228.98,3513980.02,0,0
298363.96,235057,0,89347.16,421997.89,1,0
72825.52,167495,240320.52,4115498.4,3992449.65,0,0
317473.08,0,0,3097697.87,3415170.96,1,0
274888.63,21172,296060.63,245597.38,0,0,0
312182.21,1933452.65,2245634.85,557226.65,245044.44,0,0
1017876.35,0,0,5530326.91,6548203.25,4,0
43687.34,64845.2,21157.86,0,0,3,0
11436.94,12197,760.06,0,0,3,0
13431.98,250283.89,236851.91,0,0,3,0
81113.81,0,0,1024492.68,1105606.49,1,0
15158.56,0,0,0,0,3,0
60494.1,1290,61784.1,0,0,0,0
316656.94,7209,323865.94,555663.21,239006.27,0,0
168134.95,0,0,2262001.08,2430136.03,1,0
139453.84,101936.31,0,198278.62,337732.46,1,0
1591.62,0,0,0,0,3,0
19903.63,169232,149328.37,0,0,3,0
89455.17,0,0,5948847.43,6038302.59,1,0
161682.94,35313,0,118129.46,441788.4,1,0
404621.03,150501,0,8928560.17,9333181.2,4,0
1337906.92,31941,0,0,1687482.2,4,0
2541.11,0,0,1439576.07,1442117.17,2,0
41400.85,3023365.88,3064766.74,174415.98,133015.13,0,0
1452930.11,19978,0,138201.58,1858192.31,4,0
3036.85,0,0,0,0,3,0
22469.28,9122.4,0,0,0,3,0
92728.37,8832010.48,8924738.85,4930684.09,4837955.72,0,0
17682.86,11565,0,0,0,3,0
161640.29,9488,171128.29,0,0,0,0
58233.05,0,0,5150387.7,5208620.75,1,0
186602.97,12050,0,199038.84,385641.81,4,0
541.36,551,9.64,0,0,3,0
264728.38,9191290.36,9456018.74,1746385.19,1481656.82,0,0
1899270.24,0,0,13233350.67,15132620.91,4,0
1228.89,303312,302083.11,0,0,3,0
59652.78,0,0,1110715.01,1170367.79,1,0
104032.66,0,0,294648.09,398680.75,1,0
122272.57,277,122549.57,139183.76,16911.19,0,0
11820.38,23328,11507.62,0,0,3,0
432696.65,2780094.84,3212791.5,1345908.89,913212.24,0,0
15766.98,372422.96,356655.98,0,0,3,0
4822.64,0,0,0,0,3,0
6986.06,322904.18,315918.12,0,0,3,0
5627.53,0,0,0,0,3,0
48587.88,75277,26689.12,339125.59,387713.47,1,0
61887.86,9911,0,1160798.08,1222685.93,1,0
2172.06,223669.22,221497.17,0,0,3,0
277049.8,501,0,0,277049.8,1,0
552498.83,180320.26,0,1361005.96,1913504.79,4,0
97123.54,0,0,2402477.03,2499600.57,1,0
128308.89,10332624.2,10460933.08,164488.58,36179.69,0,0
932.82,19030,18097.18,0,0,3,0
21883.76,11077,0,0,0,3,0
394700.07,2362343.47,2757043.54,1100904.92,706204.84,0,0
1098.09,10915,9816.91,0,0,3,0
9695.86,15883,6187.14,0,0,3,0
246603.3,0,0,3656203.95,4029146.2,1,0
14093.48,13084,0,660190.99,674284.48,1,0
158070.44,32634,190704.44,0,0,0,0
281263.15,31716,0,0,281263.15,1,0
64176.57,5638159.04,5702335.61,1757821.93,1693645.36,0,0
213227.98,21089,234316.98,645376.91,432148.93,0,0
9151.07,0,0,0,0,3,0
294447.11,0,0,3211836.8,3506283.91,1,0
43301.39,0,0,4434479.17,4477780.56,1,0
132117.05,1547266.83,1679383.88,186589.61,54472.56,0,0
8375.25,257016,248640.75,0,0,3,0
4870.04,16007.78,11137.74,0,0,3,0
26210.93,250906.38,224695.44,0,0,3,0
3569.93,2036,0,0,0,3,0
209951.79,23313,233264.79,6567344.09,6357392.3,0,0
6722.11,0,0,0,0,3,0
75381.87,0,0,1650957.08,1726338.95,1,0
3178.33,0,0,0,0,3,0
1037507.39,129341.58,0,5333902.06,6371409.45,4,0
314835.11,0,0,2147042.39,2461877.5,1,0
135973.81,0,0,929291.99,1065265.81,1,0
25507.37,10982,0,0,0,3,0
61069.98,18778.37,0,0,0,3,0
16800.1,83072,66271.9,0,0,3,0
24948.56,2514,0,0,0,3,0
39191.29,0,39191.29,374337.43,335146.14,0,0
174889.95,4658543.95,4833433.9,1533321.89,1358431.94,0,0
357690.85,0,0,1226381.68,1584072.52,1,0
552381.57,129600,0,0,552381.57,4,0
115856.85,243620,127763.15,5460868.46,5576725.31,1,0
2831.21,0,0,0,0,3,0
319746.84,130761,0,0,319746.84,1,0
312910.94,47409,360319.94,0,55973.39,0,0
315855.71,186406,502261.71,175151.7,0,0,0
20550.68,0,0,0,0,3,0
368897.02,107044.72,0,0,368897.02,1,0
89881.18,8673036.79,8762917.98,925301.6,835420.42,0,0
27113.63,205063,177949.37,0,0,3,0
97171.69,0,0,1457354.78,1630355.49,1,0
4255.08,1312,0,69141.52,73396.61,2,0
331743.34,72878,404621.34,134487.76,0,0,0
127386,0,0,1712820.44,1822546.79,1,0
91756.96,20072,0,1097819.46,1189576.42,1,0
85692.99,11319055.98,11404748.97,2420496.49,2334803.5,0,0
212603.04,0,0,338946.17,551549.2,1,0
93882.34,9554675.43,9648557.77,261626.27,167743.93,0,0
14325.65,22305,7979.35,0,0,3,0
219455.79,50942,270397.79,65017.42,0,0,0
3835.94,0,0,0,0,3,0
60933.66,0,0,3264051.18,3324984.84,1,0
62538.65,772,0,30836.48,93375.13,1,0
28942.73,107987,79044.27,0,0,3,0
37880.06,0,0,2013169.96,2051050.02,1,0
119408.32,0,0,683537.9,802946.22,1,0
173767.77,0,0,5746343.72,5920111.48,1,0
185931.77,5078,191009.77,2023218.18,1837286.41,0,0
282879.88,1470985.7,1753865.58,1128728.53,845848.65,0,0
275167.21,132084,0,1974367.81,2249535.02,1,0
5492.68,112561.38,107068.69,0,0,3,0
1187193.02,0,0,1314359.5,2501552.52,4,0
8878.63,10151.47,1272.85,0,0,3,0
9306.76,0,0,0,0,3,0
50349.99,10360,0,23802.62,74152.61,1,0
30499.13,121495.14,90996.01,0,0,3,0
477638.72,1890170.39,2367809.11,2896996.15,2419357.43,0,0
131911.28,0,0,11120716.51,11252627.79,1,0
194758.69,79656,0,1022064.21,1216822.89,4,0
12160.36,29705,17544.64,0,0,3,0
11603.79,0,0,293293.89,304897.68,1,0
281523,8181524.19,8463047.2,1539609.72,1258086.72,0,0
808546.81,41243,0,0,808546.81,4,0
9885877.24,86164,0,808573.69,10694450.93,4,0
19483.68,163059.9,143576.22,0,0,3,0
7996.9,0,0,0,0,3,0
24572.83,0,0,51573,514119.92,1,0
33040.21,0,0,110215.74,143255.95,1,0
7720.02,814,0,0,0,3,0
13288.18,10315,0,0,0,3,0
201579.48,2387350.68,2588930.16,469931.27,268351.79,0,0
3061.04,0,0,0,0,3,0
118591.33,21232,139823.33,11071.29,0,0,0
62081.9,0,0,1381502.24,1443584.14,1,0
147486.02,202905,55418.98,361902.1,509388.12,1,0
1796887.9,31187,0,0,1796887.9,4,0
22800.41,0,0,525173.79,547974.2,1,0
120413.58,729736,850149.58,210929.15,90515.58,0,0
286149.98,115,0,808422.26,1094572.24,1,0
393431.74,0,0,510941.57,893016.89,4,0
20930.45,451840.21,430909.76,0,0,3,0
387420.97,61353,0,705066.16,1092487.13,1,0
273928.87,9339847.14,9613776.01,530045.7,765750.93,0,0
939.85,349969,350908.85,8906.82,7966.97,0,0
197696.17,0,0,847072.27,1044768.44,1,0
26674.27,2491466.12,2518140.39,3229073.16,3498771.98,0,0
297567.26,20812,0,136986.89,434554.15,1,0
208650.8,2999400.36,3208051.15,599603.73,390952.94,0,0
4968.75,27586,22617.25,0,0,3,0
1750315.12,0,0,9951459.89,11701775,4,0
166368.98,6442004.55,6608373.54,170732.18,4363.2,0,0
1340.66,561820,560479.34,614764.77,616105.42,1,0
95997.88,810640,714642.12,476679.9,572677.77,1,0
152648.42,39007.06,0,618585.38,1195271.31,1,0
14209.97,204173.74,189963.76,0,0,3,0
7640.01,86564.76,78924.74,0,0,3,0
32631.12,9624,0,2899521.55,2932152.67,1,0
19824.82,392957,373132.18,0,0,3,0
16058.62,39020,22961.38,0,0,3,0
112836.09,0,0,177295.56,189457.33,1,0
346564.98,3216395.56,3562960.54,539511.64,294705.74,0,0
15812.06,10360,0,0,0,3,0
168979.85,13442,0,8702348.45,8871328.31,1,0
40689.81,0,0,0,0,3,0
53368.54,3564218.49,3617587.03,200368.86,147000.32,0,0
100617.19,0,0,8440172.08,8540789.28,1,0
18648.09,5035347.1,5053995.19,590729.92,572081.83,0,0
203911.81,0,0,410894.1,614805.92,1,0
22210.1,14432,0,0,0,3,0
116918.34,5126779.85,5243698.19,490901.19,373982.85,0,0
32121.67,0,0,2009647.52,2041769.19,1,0
2454.8,12924.37,10469.57,0,0,3,0
173623.19,6561601.23,6735224.43,602069.93,428446.74,0,0
89854.2,0,0,382897.51,472751.71,1,0
46702.66,1403541.1,1450243.76,3249011.68,3202309.03,0,0
4242.02,50744,46501.98,0,0,3,0
366435.72,791,0,3888850.95,4255286.67,1,0
264150.62,0,0,1824686.87,2088837.5,1,0
167535.87,919,168454.87,4623942.7,4456406.83,0,0
212693.32,49902,0,25259388.82,25472082.14,1,0
135567.43,10115404.6,10250972.03,5841091.76,5705524.33,0,0
14879.61,79819,64939.39,0,14879.61,1,0
10876.28,8329690.61,8340566.89,63206.07,52329.79,0,0
105151.11,17995,0,12150243.09,12153499.36,4,0
5489.61,61430,55940.39,0,0,3,0
130643.92,0,0,178812.26,309456.18,1,0
2159.82,18398,16238.18,44251.09,46410.91,2,0
51394.35,0,0,100887.24,152281.59,1,0
98828.83,0,0,324067.82,422896.65,1,0
18903.63,234,0,0,0,3,0
114973.3,23667,0,0,114973.3,1,0
193373.46,3309268.12,3502641.58,330831.55,137458.09,0,0
34195.01,0,0,0,0,3,0
165955.24,110166,0,219381.19,385336.42,1,0
18627.7,211229,192601.3,0,0,3,0
44429.88,209,44638.88,1096203.16,891459.13,0,0
6247.78,0,0,0,0,3,0
94625.78,7075,0,58144.45,152770.23,1,0
614.35,95217.58,94603.22,0,0,3,0
39912.13,1017804.47,1057716.6,1117636.43,1077724.3,0,0
13025.77,38172.5,25146.73,0,0,3,0
36493.33,0,0,0,0,3,0
6174.43,53559,59733.43,149263.65,143089.22,0,0
324912.46,0,0,4133547.59,4458460.05,1,0
16845.38,42384,25538.62,0,0,3,0
23154.28,492077,468922.72,0,0,3,0
283696.28,387554,103857.72,0,283696.28,1,0
94139.15,12230,0,79485.74,173624.89,1,0
845780.97,229225.58,0,2238374.64,3084155.61,4,0
228309.84,20039,0,0,228309.84,1,0
535159.2,1026416.18,1561575.38,2334266.26,1799107.06,0,0
258074.42,929,259003.42,0,0,0,0
273147.11,448,273595.11,0,0,0,0
3638.64,19331,15692.36,0,0,3,0
2015.94,4020,2004.06,0,0,3,0
5685.06,229351.46,223666.41,0,0,3,0
16873.01,44452.4,27579.4,0,0,3,0
9274.13,48584.81,39310.67,0,0,3,0
706144.47,0,0,1062997.14,1769141.61,4,0
93266.08,63082,0,0,93266.08,1,0
231064.58,497389,266324.42,319741.43,550806.01,1,0
101488.55,3859775,3961263.55,9665800.99,9680855.68,0,0
9708.01,0,0,0,0,3,0
8378.15,4040,0,0,0,3,0
7806.02,0,0,0,0,3,0
398671.31,5061,0,35063.98,433735.28,4,0
19890.75,135609.47,115718.72,0,0,3,0
212234.65,30638,242872.65,0,0,0,0
35641.98,0,0,0,0,3,0
151805.89,5925,0,0,808548.79,1,0
185905.83,0,0,2235905.53,2421811.36,1,0
293525.71,37216.02,330741.73,1049985.56,756459.85,0,0
216187.8,11731.54,0,217202.47,433390.27,4,0
148933.4,14393,0,3167200.5,3316133.9,1,0
107712.79,1827673.53,1935386.32,136739.05,29026.26,0,0
8571.97,313013,304441.03,0,0,3,0
239068.53,0,0,1403278.39,1642346.91,1,0
229371.42,51591,0,1429391.66,1658763.07,1,0
70761.99,102652,173413.99,65056.93,0,0,0
1167.97,2841,1673.03,0,0,3,0
145796.54,0,0,317013.49,462810.04,1,0
211585.12,48378,0,490294.43,701879.55,1,0
13538.8,11648,0,0,0,3,0
254272.46,22334,0,0,254272.46,1,0
102073.05,149926,47852.95,0,102073.05,1,0
190066.85,0,0,2328832.47,2518899.32,1,0
212963.89,2688108.1,2901071.98,2495375.75,2282411.86,0,0
6137.96,176,0,0,0,3,0
1285.31,10913,9627.69,0,0,3,0
172390.06,15279,0,0,172390.06,1,0
7906.61,0,0,0,0,3,0
3573.37,60528,56954.63,0,0,3,0
119786.07,0,0,2068496.09,2188282.16,1,0
5748.52,39440,33691.48,0,0,3,0
443085.5,0,0,15225686.78,15668772.28,4,0
1101870.28,0,0,66778272.78,67880143.06,4,0
192159.13,0,0,454118.66,646277.8,1,0
219220.32,11295,0,0,219220.32,1,0
6939.98,0,0,0,0,3,0
424266.05,165418,589684.05,2189712.4,1765446.35,0,0
660.52,35451,34790.48,0,0,3,0
29567.08,10608775.64,10638342.73,3206306.55,3176739.47,0,0
12435.31,2027041.08,2039476.38,16012544.06,16000108.75,0,0
49083.56,18535,0,396669.31,445752.87,1,0
263343.43,980014.54,1243357.96,283025.13,19681.71,0,0
51058.18,11416,0,0,0,3,0
75264.46,713476.31,788740.77,136220.53,60956.06,0,0
6340.88,0,0,0,0,3,0
202451.91,11149,0,0,202451.91,1,0
600.89,101562,100961.11,0,0,3,0
7843330.12,0,0,8582206.98,16425537.1,4,0
47135.31,910027,862891.69,0,47135.31,1,0
337834.39,44898,0,2111966.18,2449800.57,1,0
8501.33,4536,0,0,0,3,0
129183.82,5293,0,0,129183.82,1,0
12288.03,0,0,0,0,3,0
138928.17,80714,0,208682.28,347610.46,1,0
181694.67,9078,190772.67,27138.99,0,0,0
310143.68,5001527.45,5311671.13,3138062.23,2827918.55,0,0
105871.03,0,0,2533308.86,2639179.89,1,0
50505.47,0,0,1170831.91,1221337.38,1,0
9781.12,0,0,0,0,3,0
1570.83,10238,8667.17,0,0,3,0
9864.06,135228.68,125364.61,0,0,3,0
7171.94,11249,18420.94,90229.51,83057.57,0,0
18048.04,0,0,541040.68,559088.72,1,0
917993.9,21067,0,0,917993.9,4,0
11141.99,37404,26262.01,0,0,3,0
6991.11,23309,16317.89,0,0,3,0
206408.07,3597043.77,3803451.84,1684615.59,1478207.52,0,0
40811.31,0,0,1088444.91,1129256.22,1,0
243690.1,3829955.91,4073646.01,562647.55,318957.44,0,0
27568.78,329937.3,302368.53,0,0,3,0
100825.11,21227517.77,21328342.88,503217.23,402392.12,0,0
44265.44,23623.02,0,0,0,3,0
11131.58,50349,39217.42,83051.44,94183.02,2,0
31158.25,179416.44,148258.19,0,0,3,0
8449.43,0,0,0,0,3,0
180530.93,22297,0,0,180530.93,1,0
386053.88,0,0,583253.8,969307.68,1,0
214353.04,1690185.06,1904538.1,248891.06,351421.93,0,0
300931.22,0,0,415832.66,716763.88,4,0
128.33,21673,21544.67,0,0,3,0
17442.41,0,0,0,0,3,0
8089.26,26382,18292.74,0,0,3,0
9720.97,86436.53,76715.56,0,0,3,0
235590.12,0,0,440746.18,676336.3,1,0
7576.12,11529,3952.88,0,0,3,0
45239.96,33878.66,0,1873798.48,1919038.44,1,0
145416.18,188828.79,43412.61,167560.23,312976.41,1,0
158445.24,0,0,293925.45,452370.7,1,0
321239.99,7289434.44,7610674.43,1867973.69,1546733.7,0,0
369761.68,48817,0,239748.29,609509.97,1,0
239651.39,0,0,3483527.46,3723178.84,1,0
76583.07,12424,89007.07,802606.63,726023.56,0,0
318592.69,31395,0,1655643.2,1974235.9,1,0
159874.58,59835.25,0,5787655.94,5947530.52,1,0
144397,10500,0,0,144397,1,0
17314.78,4431595.75,4448910.53,2137130.5,2119815.73,0,0
188298.09,11210,0,0,188298.09,1,0
260915.72,4961944.43,5222860.15,300747.85,39832.13,0,0
160473.8,0,0,702767.64,863241.44,1,0
251681.85,0,0,384768.17,636450.03,1,0
1484061.45,0,0,2759124.1,4243185.54,4,0
105306.57,6629616.15,6734922.72,1872838.78,1767532.21,0,0
4291.23,736055,731763.77,0,0,3,0
40531.21,129399,88867.79,983604.9,1024136.12,1,0
14542.16,27084,12541.84,0,0,3,0
8963.11,16626,7662.89,0,0,3,0
30896.45,191663.17,160766.73,0,0,3,0
179794.33,15714,195508.33,52150.66,0,0,0
547234.29,149323,0,1042369.47,1241994.38,4,0
424480.55,542213,117732.45,371984.7,796465.26,4,0
256687.81,10106,266793.81,0,0,0,0
175951.24,0,0,374237.75,550188.99,4,0
636123.14,15230,0,41936.81,678059.95,4,0
16148.53,0,0,0,0,3,0
181437.53,0,0,196819.4,378256.93,1,0
3338954.98,0,0,9361343.05,12700298.03,4,0
509883.89,106486,0,765130.77,1275014.66,4,0
408257.1,0,0,1017637.08,1425894.18,1,0
332375.22,13058,0,1040732.72,1092028.08,1,0
17741.72,757,0,134895.5,152637.21,1,0
13634.58,0,0,0,0,3,0
367552.79,0,0,12167845.85,12535398.64,1,0
258380.93,72385,0,0,258380.93,1,0
24507.55,288.94,0,0,0,3,0
343819.61,301530,0,575169,918988.6,1,0
94097.41,1782404.85,1876502.26,1032595.77,938498.36,0,0
1462247.76,0,0,2193320.09,3655567.85,4,0
154068.15,52141,206209.15,0,0,0,0
7522.92,78023.54,70500.62,0,0,3,0
22981.76,0,0,3018537.35,2891596.35,1,0
99839.62,6331577.58,6431417.2,2005152.7,1905313.07,0,0
75514.45,55525,0,0,75514.45,1,0
235893.8,20768,256661.8,1982524.58,1746630.78,0,0
279877.48,34738,0,182095.57,461973.04,1,0
110468.66,163141,52672.34,0,110468.66,1,0
8818.91,0,0,0,0,3,0
28758.84,0,0,741175.01,769933.85,1,0
245167.86,4465923.3,4711091.16,502783.8,257615.94,0,0
11607.71,184332,172724.29,0,0,3,0
31817.6,22001,0,2948927.3,2980744.89,1,0
146937.29,106986,0,880516.25,1027453.54,1,0
254761.93,0,0,2030041.08,2284803.01,1,0
116175.45,0,0,2132576.45,2248751.9,4,0
113362.94,24587,137949.94,3247086.97,3187523.77,0,0
22711.57,60369,83080.57,125364.63,102653.06,0,0
21818.38,0,0,0,0,3,0
42496.58,0,0,538845.72,581342.3,1,0
4940.09,0,0,0,0,3,0
10824.83,0,0,0,0,3,0
135836.21,0,0,2583871.74,2719707.96,1,0
38012.31,5475824.04,5513836.35,323166.19,285153.88,0,0
2338.71,0,0,0,0,3,0
33839.94,28845628.59,28879468.53,678297.75,644457.81,0,0
207071.64,198102,405173.64,0,0,0,0
19770.61,0,0,464587.39,484358,1,0
21002.91,0,0,0,0,3,0
8498.2,7974,16472.2,0,0,0,0
